origin_text	ner_tagged_text
현재 고용노동부 인가 경제단체인 경기경영자총협회에서는 협회 회원사 및 청년인턴제 참여기업을 대상으로 무료 잡매칭 활동과 인사노무관련 무료컨설팅 서비스를 적극적으로 추진하고 있다.	현재 고용노동부[ORG] 인가 경제단체인 경기경영자총협회[ORG]에서는 협회 회원사 및 청년인턴제 참여기업을 대상으로 무료 잡매칭 활동과 인사노무관련 무료컨설팅 서비스를 적극적으로 추진하고 있다.
■ 이지스한의원 최혁준 원장 관절통증이 생기는 원인을 ‘나이가 들어서’라고 생각하는 사람들이 많다.	■ 이지스한의원 최혁준 원[ORG]장 관절[PER]통증이 생기는 원인을 ‘나이가 들어서’라고 생각하는 사람들이 많다.
●삼성챔피언스트로피(독일 뮌헨글라드바흐)	●삼성챔피언스트로피(독일 뮌[POH]헨글라[LOC]
같은 날 오후 11시에 찾은 영등포구 당산동 B아파트도 비슷한 상황이었다.	같은 날 오후 11시[TIM]에 찾은 영등포구[LOC] 당산동 B아파트[LOC]도 비슷한 상황이었다.
나상욱(24 · 코브라골프)은 1타를 잃어 합계 2오버파 282타로 공동 59위를 각각 기록했다 .	나상욱[PER](24[NOH] · 코브라골프[ORG])은 1타[NOH]를 잃어 합계 2오버파[NOH] 282타[NOH]로 공동 59위[NOH]를 각각 기록했다 .
이란을 상대로도 중원에서 큰 역할을 해줄 수 있을 것으로 기대된다.	이란[ORG]을 상대로도 중원에서 큰 역할을 해줄 수 있을 것으로 기대된다.
레이크힐스제주CC는 지난 15일부터 캐디선택제를 도입해 큰 호응을 얻고 있다 .	레이크힐스제주CC[ORG]는 지난 15일[DAT]부터 캐디선택제를 도입해 큰 호응을 얻고 있다 .
꼭 필요한 8시간 수면을 취하면서도 깨어 있는 시간에 최대한 집중했다.	꼭 필요한 8시간[DUR] 수면을 취하면서도 깨어 있는 시간에 최대한 집중했다.
전여옥 전 국회의원이 박근혜 대통령이 여성들에 대해 굉장히 박했다고 평가했다.	전여옥[PER] 전 국회의원이 박근혜[PER] 대통령이 여성들에 대해 굉장히 박했다고 평가했다.
솔랩(Solep)은 코스메슈티컬 전문화장품으로 2013년 정식 론칭했다.	솔랩[ORG](Solep[ORG])은 코스메슈티컬 전문화장품으로 2013년[DAT] 정식 론칭했다.
루이스 이나시우 룰라 다 시우바 전 대통령은 전날 브라질리아에서 열린 좌파 노동자당(PT) 행사에 참석, 대통령이 테메르에서 마이아로 대체될 수 있다는 견해를 밝혔다.	루이스 이나시우 룰라 다 시우바[PER] 전 대통령은 전날 브라질리아[LOC]에서 열린 좌파 노동자당[ORG](PT[ORG]) 행사에 참석, 대통령이 테메르[PER]에서 마이아[PER]로 대체될 수 있다는 견해를 밝혔다.
이 연구원은 “독감 유행이 해를 넘기기 전에 시작된 것은 2010년 이후 6년 만에 처음”이라면서 “현재 검출된 독감 바이러스는 A형(H3N2)으로 백신을 맞으면 예방이 가능하다”고 설명했다.	이[PER] 연구원은 “독감 유행이 해를 넘기기 전에 시작된 것은 2010년 이후 6년[DAT] 만에 처음[NOH]”이라면서 “현재 검출된 독감 바이러스는 A형(H3N2)으로 백신을 맞으면 예방이[POH] 가능하다”고 설명했다.
코네티컷대 동문인 레이 앨런(보스턴)과 리차드 해밀턴(디트로이트)의 슈팅가드 매치업이다 .	코네티컷대[ORG] 동문인 레이 앨런[PER](보스턴[ORG])과 리차드 해밀턴[PER](디트로이트[ORG])의 슈팅가드 매치업이다 .
이날 자리에는 프로농구 스타 김승현(대구 오리온스)도 함께 했다 .	이날 자리에는 프로농구 스타 김승현[PER](대구 오리온스[ORG])도 함께 했다 .
앨런은 대학에서나 프로에서나 아직 단 한번도 우승과 인연을 맺지 못했다 .	앨런[PER]은 대학에서나 프로에서나 아직 단 한번[NOH]도 우승과 인연을 맺지 못했다 .
‘타임 레스폰스 스프링 익스클루시브 콜렉션’은 전국 백화점 아모레퍼시픽 매장에서 만나 볼 수 있다.	‘타임 레스폰스 스프링 익스클루시브 콜렉션’은 전국[POH] 백화점 아모레퍼시픽 매장에서 만나 볼 수[ORG] 있다.
현대·기아차 관계자는 “이번 기회를 계기로 우리의 자율주행 기술력을 확인하고 자율주행차에 대한 끊임없는 투자와 연구활동을 통해 자율주행차 상용화를 위해 박차를 가할 것”이라고 말했다.	현대·기아차[ORG] 관계자는 “이번 기회를 계기로 우리의 자율주행 기술력을 확인하고 자율주행차에 대한 끊임없는 투자와 연구활동을 통해 자율주행차 상용화를 위해 박차를 가할 것”이라고 말했다.
앞선 북한의 도발 때마다 “관련국이 긴장을 고조하는 행위를 자제해달라”는 입장을 반복적으로 내놨던 것에 비해, 북한에 대한 비난 수위가 한층 높아진 것이다.	앞선 북한[ORG]의 도발 때마다 “관련국이 긴장을 고조하는 행위를 자제해달라”는 입장을 반복적으로 내놨던 것에 비해, 북한에 대한 비난 수위가[ORG] 한층 높아진 것이다.
전반 전북현대 김진수가 프리킥으로 선취골을 성공시킨 후 팬들을 향해 하트 세리머니를 하고 있다.	전반 전북현대[ORG] 김진수[PER]가 프리킥으로 선취골을 성공시킨 후 팬들을 향해 하트 세리머니를 하고 있다.
"마동석은 ""극중 백숙집을 운영하는 캐릭터를 맡았는데 실제로 닭을 잡아서 삶고 끝까지 했다""며 ""살아있는 닭을 잡아야 하니까, 저와 체질이 안 맞는다""고 고개를 저었다."	"마동석[PER]은 ""극중 백숙집을 운영하는 캐릭터를 맡았는데 실제로 닭을 잡아서 삶고 끝까지 했다""며 ""살아있는 닭을 잡아야 하니까, 저와 체질이 안 맞는다""고 고개를 저었다."
홍순만 한국철도공사(코레일) 신임 사장(60·사진)이 전날 전동차 궤도 이탈 사고가 난 서울 지하철 1호선 노량진역을 10일 오전 방문하는 것으로 첫 업무를 시작했다.	홍순만[PER] 한국철도공사[ORG](코레일[ORG]) 신임 사장(60[NOH]·사진)이 전날 전동차 궤도 이탈 사고가 난 서울[LOC] 지하철 1호선[POH] 노량진역[LOC]을 10일[DAT] 오전 방문하는 것으로 첫 업무를 시작했다.
그들이 아니었다면 우리는 나라 예산의 3분의1을 쓰는 군대가 강건하고 훌륭하게 잘 나가고 있는 것으로 속지 않았겠느냐.」	그들이 아니었다면 우리는 나라 예산의 3분의1[PNT]을 쓰는 군대가 강건하고 훌륭하게 잘 나가고 있는 것으로 속지 않았겠느냐.」
[사가라 교 오노약품 회장] 암 치료의 패러다임 바꾼다	[사가라 교 오노약품[PER] 회장] 암[ORG] 치료의 패러다임 바꾼다
이번에 출시되는 ‘삼성 노트북 오디세이‘는 15.6형(39.6cm) 모델로 나이츠 블랙, 스톰 화이트 2가지 색상으로 출시된다.	이번에 출시되는 ‘삼성 노트북 오디세이‘는 15[POH].6형(39.6cm)[NOH] 모델로 나이츠 블[NOH]랙, 스톰 화이트 2가지 색상으로 출시된다[NOH].
주전 리베로인 여오현이 월드컵 출전을 위해 차출됐을때는 리베로로 기용이 되기도 했다 .	주전 리베로인 여오현[PER]이 월드컵 출전을 위해 차출됐을때는 리베로로 기용이 되기도 했다 .
현재 이집트 정부는 사고 지역에 공군과 해군 병력을 파견해 수색에 총력을 기울이고 있다.	현재 이집트 정부[ORG]는 사고 지역에 공군과 해군 병력을 파견해 수색에 총력을 기울이고 있다.
구구단은 작년 6월 ‘원더랜드’로 활동하며 가능성을 인정받았다.	구구단[ORG]은 작년 6월[DAT] ‘원더랜드’로 활동[POH]하며 가능성을 인정받았다.
11월14일 부로 프랑스 파리 및 수도권(일드프랑스)에 대해선 황색경보(여행자제), 이를 제외한 나머지 지역에 대해선 남색경보(여행유의)를 내렸다.	11월14일[DAT] 부로 프랑스[LOC] 파리[LOC] 및 수도권(일드프랑스[LOC])에 대해선 황색경보(여행자제), 이를 제외한 나머지 지역에 대해선 남색경보(여행유의)를 내렸다.
맨유는 마무리 슈팅에 아쉬운 모습을 보였다.	맨유[ORG]는 마무리 슈팅에 아쉬운 모습을 보였다.
하지만 몽골은 별로 아파하지 않는다.	하지만 몽골[ORG]은 별로 아파하지 않는다.
트럼프 대통령은 월스트리트저널(WSJ)와 인터뷰에서 “저금리 정책을 좋아한다”고 말하면서 동시에 “달러화 강세가 미국 경제를 해칠 것”이라고 지적했다.	트럼프[PER] 대통령은 월스트리트저널[ORG](WSJ[ORG])와 인터뷰에서 “저금리 정책을 좋아한다”고 말하면서 동시에 “달러화 강세가 미국 경제를 해칠 것”이라고 지적[ORG]했다.
보건복지부는 올해 초 20대 아버지가 생후 2개월된 자녀를 숨지게 하는 등 구체적인 사례를 근거로 게임과몰입 문제를 지적하고 있으며, 지난 2월 열린 제78회 국가정책조정회의에서 인터넷 중독에 대한 질병코드를 신설하겠다고 밝히기도 했다.	보건복지부[ORG]는 올해 초 20대[NOH] 아버지가 생후 2개월[NOH]된 자녀를 숨지게 하는 등 구체적인 사례를 근거로 게임과몰입 문제를 지적하고 있으며, 지난 2월[DAT] 열린 제78회[NOH] 국가정책조정회의[POH]에서 인터넷 중독에 대한 질병코드를 신설하겠다고 밝히기도 했다.
레이커스 역시 홍역을 치렀다 .	레이커스[ORG] 역시 홍역을 치렀다 .
오늘 녹화 분위기 정말 좋았다”며 강승현의 존재를 빛냈다.	오늘 녹화 분위기 정말 좋았다”며 강승현의 존재를[PER] 빛냈다.
28일에는 4만~5만원인 티켓을 40~50% 할인해준다.	28일[DAT]에는 4만[MNY]~5만원[MNY]인 티켓을 40[PNT]~50%[PNT] 할인해준다.
”박근혜 대통령이 16일 오전 서울 강남구 대모초등학교를 방문해 초등학생들에게 이같이 밝혔다.	”박근혜 대통령이[PER] 16일 오전 서울[DAT] 강남구 대[LOC]모초등[LOC]학교를 방문해[ORG] 초등학생들에게 이같이 밝혔다.
한편, 한국은 하루 쉬고 3일 숙적 일본과 올림픽 본선 행을 위한 가장 중요한 일전을 치르게 된다 .	한편, 한국[ORG]은 하루 쉬고 3일[DAT] 숙적 일본[ORG]과 올림픽 본선 행을 위한 가장 중요한 일전을 치르게 된다 .
웨딩업체 아이패밀리SC 측은 26일 “신랑, 신부는 약 3개월 전부터 결혼준비를 시작했다.	웨딩업체 아이패밀리SC[ORG] 측은 26일[DAT] “신랑, 신부는 약 3개월 전부터 결[NOH]혼준비를 시작했다.
"""앞으로 뉴트리아 사육이 허용될 가능성은.""환경부에서는 현재 뉴트리아 사육을 허용하지 않겠다는 입장이다."	"""앞으로 뉴트리아 사육이 허용될 가능성은.""환경부에서는 현재 뉴트리[ORG]아 사육을 허용하지 않겠다는 입장이다."
광주광역시가 2013 하계유니버시아드대회 유치에 실패했다 .	광주광역시[ORG]가 2013[DAT] 하계유니버시아드대회[POH] 유치에 실패했다 .
대기업에 다니는 최진영(30·가명) 씨는 얼마 전 병원에 다녀왔다.	대기업에 다니는 최진영[PER](30[NOH]·가명) 씨는 얼마 전 병원에 다녀왔다.
러닝타임 145분 동안 조명은 총 450번, 1분에 3.1번꼴로 바뀐다.	러닝타임 145분 동안[DUR] 조명은 총 450번[NOH], 1분[NOH]에 3.1번[NOH]꼴로 바뀐다.
또 합의 과정에는 국민연금 개혁에 대표성을 지니는 사람들이 들어가 있지 않았다.	또 합의 과정에는 국민연금[ORG] 개혁에 대표성을 지니는 사람들이 들어가 있지 않았다.
”(문형표 보건복지부 장관) “국민연금 보험료율(내는 돈) 인상 규모보다 소득대체율(받는 돈)을 얼마나 올릴지를 먼저 발표하는 건 우선순위가 잘못 정해진 것이다.	”(문형표 보건복지[PER]부 장관) “국민연금 보험료율(내는 돈[ORG]) 인상 규모보다 소득대체율(받는 돈)을 얼마나 올릴지를 먼저 발표하는 건 우선순위가 잘못 정해진 것이다.
경찰은 박씨가 술만 마시면 병원에 가서 치료를 해달라고 떼를 쓴 것으로 보인다고 설명했다.	경찰은 박[PER]씨가 술만 마시면 병원에 가서 치료를 해달라고 떼를 쓴 것으로 보인다고 설명했다.
피해신고를 접수받은 경찰은 병원진료 기록과 폐쇄회로(CC)TV를 통해 박씨의 모습을 확인하고 검거했다.	피해신고를 접수받은 경찰은 병원진료 기록과 폐쇄회로(CC)TV를 통해 박[PER]씨의 모습을 확인하고 검거했다.
하지만 채용공고의 92.6%가 ‘전공 무관’을 제시해 대부분의 기업은 전공과 관계 없이 직원을 채용하는 것으로 나타났다.	하지만 채용공고의 92.6%[PNT]가 ‘전공 무관’을 제시해 대부분의 기업은 전공과 관계 없이 직원을 채용하는 것으로 나타났다.
남성보컬 그룹 V.O.S도 원년 멤버의 재결성을 준비중이다.	남성보컬 그룹 V.O.S[ORG]도 원년 멤버의 재결성을 준비중이다.
김신 대법관은 대법관 중에서 소수의견을 내는 비율이 가장 높은 편이다.	김신[PER] 대법관은 대법관 중에서 소수의견을 내는 비율이 가장 높은 편이다.
노숙인 김모 씨는 50대가 되도록 자신의 호적(현 가족관계등록부)이 있는지조차 모르고 길바닥을 전전하며 살아왔다.	노숙인 김[PER]모 씨는 50대[NOH]가 되도록 자신의 호적(현 가족관계등록부[POH])이 있는지조차 모르고 길바닥을 전전하며 살아왔다.
[단독]박원오 작년 8월 최순실에게 “삼성서 계약 빨리 하자고 한다”	[단독]박원오 작년 8월 최순실에[PER]게 “삼성[DAT]서 계약[PER] 빨리 하자고 한다
하지만 문성민의 공격과 상대 속공 범실이 이어지면서 한국은 극적으로 16-16까지 따라붙었다 .	하지만 문성민[PER]의 공격과 상대 속공 범실이 이어지면서 한국[ORG]은 극적으로 16-16[NOH]까지 따라붙었다 .
우루사는 캡슐당 UDCA 50mg을 함유하고 있으며, 피로 해소 효과를 높여주는 비타민B1, B2도 포함하고 있다.	우루사[ORG]는 캡슐당 UDCA[POH] 50mg[NOH]을 함유하고 있으며, 피로 해소 효과를 높여주는 비타민B1[POH], B2[POH]도 포함하고 있다.
동학농민혁명기념재단은 동학농민혁명 기록물을 유네스코 세계기록유산으로 등재하기 위해 2일 오전 서울 용산역 회의실에서 추진위원회를 구성하고 이만열 전 국사편찬위원장을 세계기록유산등재추진위 위원장으로 선출했다.	동학농민혁명기념재단[ORG]은 동학농민혁명[POH] 기록물을 유네스코[ORG] 세계기록유산으로 등재하기 위해 2일[DAT] 오전 서울[LOC] 용산역[LOC] 회의실에서 추진위원회[ORG]를 구성하고 이만열[PER] 전 국사편찬위원장을 세계기록유산등재추진위[ORG] 위원장으로 선출했다.
